date,close,open,high,low
2018-01-10 21:00:00,14512.347343511025,14480.257007323951,14592.065352785296,14418.632653694736
2018-01-10 22:00:00,14498.341919807346,14496.921182974029,14580.321781737084,14245.18013957136
2018-01-10 23:00:00,14901.70308397737,14490.036902810298,14964.658514831226,14399.220345232336
2018-01-11 00:00:00,14566.678896054998,14937.445019267065,14968.976488742524,14513.078839254473
2018-01-11 01:00:00,14428.494608646615,14573.531133896877,14624.690964608964,14295.217653047495
2018-01-11 02:00:00,14135.864428565315,14376.731154057765,14504.91501934547,14064.686312785274
2018-01-11 03:00:00,12909.491796031423,14136.265314517836,14146.941397241511,12593.529626692098
2018-01-11 04:00:00,13088.779240973166,12897.082966991818,13462.269649143342,11367.327955475152
2018-01-11 05:00:00,12864.337836209412,13090.859003537122,13615.864869186138,12578.826396926232
2018-01-11 06:00:00,13184.625110286552,12865.43030430956,13496.360923849656,12778.223857975458
2018-01-11 07:00:00,13530.78634580666,13223.016366836857,13630.90863036268,12996.326660614255
2018-01-11 08:00:00,13657.09584093082,13530.7545667956,13871.522795234525,13528.64480872734
2018-01-11 09:00:00,13423.175040845184,13656.741960813571,13897.23256292479,13296.784836831768
2018-01-11 10:00:00,13252.119997974296,13423.907443327693,13569.965322115804,13208.27506473451
2018-01-11 11:00:00,13382.595611451929,13251.874628145535,13502.71895077641,13038.127283932266
2018-01-11 12:00:00,13804.729070552,13381.354868870954,13947.040949697608,13280.220357476515
2018-01-11 13:00:00,13755.953008587525,13803.049674383205,13940.33292928264,13626.510723328558
2018-01-11 14:00:00,14098.699577205743,13756.091920536976,14140.500439216185,13678.674323610978
2018-01-11 15:00:00,13958.566064342698,14068.99656475494,14400.943910722735,13862.99392795578
2018-01-11 16:00:00,13950.714961538864,13950.531298856167,14190.722851849068,13907.999945057876
2018-01-11 17:00:00,13652.212958619177,13950.751453588347,13970.603904464737,13611.988526325884
2018-01-11 18:00:00,13662.889597204588,13652.472408883596,13853.34157087615,13621.64364977089
2018-01-11 19:00:00,13433.638846169726,13663.96906026517,13780.238081043068,13206.420184812843
2018-01-11 20:00:00,13399.73499687504,13402.90758152577,13657.442102082345,13051.079933612222
2018-01-11 21:00:00,13379.395625887204,13404.857429475976,13434.887685885487,13008.241683968725
2018-01-11 22:00:00,12973.025609451175,13378.68290914577,13458.570141864842,12811.664010367156
2018-01-11 23:00:00,13234.96640664094,12972.79592787132,13396.773825841485,12510.90417304527
2018-01-12 00:00:00,12969.868838542634,13234.619592950989,13238.955735932162,12498.258577115992
2018-01-12 01:00:00,13393.630016092558,12962.729761761277,13502.050480282487,12904.699054727696
2018-01-12 02:00:00,13401.1610582318,13390.929623650394,13552.201672653768,13227.0160783835
2018-01-12 03:00:00,13848.824936096513,13372.062528285778,13854.398138000652,13348.987968867928
2018-01-12 04:00:00,13770.500074171325,13852.62248112304,13878.756482880724,13522.651754414845
2018-01-12 05:00:00,13552.368812395443,13760.120386657629,13850.789604131814,13353.403569171534
2018-01-12 06:00:00,13860.514752988118,13551.193230357085,13876.23207930234,13517.344232281548
2018-01-12 07:00:00,13721.467214965016,13860.514993291865,13966.09227862834,13698.624489172009
2018-01-12 08:00:00,13650.470842500976,13721.080776949248,13770.607817017044,13488.801636960448
2018-01-12 09:00:00,13476.54345832565,13629.945865090642,13670.33923447201,13301.862330412643
2018-01-12 10:00:00,13941.923158272672,13497.667981853338,13977.252118419749,13476.972201957236
2018-01-12 11:00:00,13900.172906080654,13940.627295710176,14110.253817359757,13831.970189847736
2018-01-12 12:00:00,14039.932687178907,13900.15067044102,14059.861085209448,13738.790004561264
2018-01-12 13:00:00,13812.833201050114,14013.433601508388,14049.01319357504,13741.209548740137
2018-01-12 14:00:00,13823.953960761264,13812.998720726922,13874.740794875626,13602.572659098218
2018-01-12 15:00:00,13412.765172996224,13823.950173815208,13851.16679205472,13360.499443556297
2018-01-12 16:00:00,13366.395202680986,13412.43719623103,13601.352507425046,13222.353769437554
2018-01-12 17:00:00,13520.77952310191,13371.800867731388,13601.31547115818,13252.067805461968
2018-01-12 18:00:00,13405.667477751538,13521.177423212766,13569.423466272552,13351.14621845693
2018-01-12 19:00:00,13715.860108979454,13380.20497957886,13799.058564562369,13349.516995368916
2018-01-12 20:00:00,13899.2297468367,13715.411434626938,13899.999999949969,13622.489762831034
2018-01-12 21:00:00,13701.141226825712,13879.047897762795,13899.07980626172,13698.630728307564
2018-01-12 22:00:00,13645.781483043243,13715.04833366716,13759.646910259691,13509.250261606918
2018-01-12 23:00:00,13739.098902675987,13645.542853037849,13779.492774040682,13597.826626476746
2018-01-13 00:00:00,14061.428813597431,13749.143084893214,14149.2100079357,13704.548285628876
2018-01-13 01:00:00,14169.609316411244,14034.092898453846,14249.67976745406,13958.882274486288
2018-01-13 02:00:00,14063.857859736489,14184.631019402725,14189.078713067922,14059.420456994576
2018-01-13 03:00:00,14066.314055531644,14064.237077568449,14093.631676525802,13819.915235497554
2018-01-13 04:00:00,14018.893226149605,14066.715008958185,14094.586519034216,13947.57984410061
2018-01-13 05:00:00,14130.29421376201,14017.630164274113,14195.78219994838,13998.853272332382
2018-01-13 06:00:00,14108.572635528471,14148.878583277225,14149.45427394172,13948.352278395518
2018-01-13 07:00:00,14255.789223043115,14104.475746255588,14320.054493047171,14050.157809170903
2018-01-13 08:00:00,14144.80970581782,14251.10145756474,14268.521256873892,14071.121965025548
2018-01-13 09:00:00,14173.22096827898,14137.549007809685,14174.93098543715,13975.41422850551
2018-01-13 10:00:00,14131.53818877579,14150.878051119878,14250.712001787491,13981.971302240649
2018-01-13 11:00:00,14177.819694829615,14134.993268476032,14203.448336361029,14009.4442593452
2018-01-13 12:00:00,14280.904011881568,14166.041029490763,14378.878634558836,14142.485894525023
2018-01-13 13:00:00,14528.280124709616,14280.068357290687,14560.466555758036,14270.162133521906
2018-01-13 14:00:00,14357.904329540395,14520.133687561894,14580.24421736233,14254.341244171495
2018-01-13 15:00:00,14239.450490302228,14356.810662708778,14370.840945976615,14082.84249803731
2018-01-13 16:00:00,14210.323465599527,14256.359551361857,14357.17091112047,14149.35050394564
2018-01-13 17:00:00,14317.886610336564,14201.007908119414,14330.410184214265,14141.22411748112
2018-01-13 18:00:00,14259.970703902023,14319.36017235989,14351.578527743228,14185.469476745626
2018-01-13 19:00:00,14090.861282549082,14259.720879978724,14271.87225694479,13924.75440014678
2018-01-13 20:00:00,14148.80263691127,14092.026595684463,14217.576501157446,14061.49877893379
2018-01-13 21:00:00,14169.698758094872,14147.655271786234,14256.88586060834,14020.255082635214
2018-01-13 22:00:00,14328.90691269816,14158.727284420702,14348.994239550691,14144.949512934303
2018-01-13 23:00:00,14206.570710039605,14328.87650039867,14345.777056328834,14134.429744268373
2018-01-14 00:00:00,14238.598336291456,14207.726021665503,14275.501850215032,14106.270063526305
2018-01-14 01:00:00,14297.479024118304,14242.601371101578,14341.666591909572,14175.90117579187
2018-01-14 02:00:00,14189.459793905393,14299.988947465608,14330.797459176178,14129.64176258075
2018-01-14 03:00:00,14163.96185805149,14189.17831785933,14191.832323363393,14089.601056535495
2018-01-14 04:00:00,13645.67051005877,14165.853905979018,14200.764463763646,13539.07169704189
2018-01-14 05:00:00,13765.59309883062,13632.837277384007,13796.100409369796,13362.230788518946
2018-01-14 06:00:00,13783.281664769303,13763.4578783074,13888.229745267136,13641.595378726232
2018-01-14 07:00:00,13590.76162291236,13819.283877624048,13863.833273952698,13516.459146220452
2018-01-14 08:00:00,13623.480164194094,13590.677229110532,13721.62534985912,13550.447110599016
2018-01-14 09:00:00,13411.96993934865,13623.046350040624,13623.068326170784,13250.192961666413
2018-01-14 10:00:00,13411.431027743094,13412.313177454616,13588.18731878208,13368.2427842733
2018-01-14 11:00:00,13281.542686089784,13411.455638876709,13460.808802251517,13120.757920790546
2018-01-14 12:00:00,12881.887932259504,13281.51052826297,13308.330465601892,12581.06173605303
2018-01-14 13:00:00,13384.949603953162,12879.06241482971,13412.254192831911,12848.762385865106
2018-01-14 14:00:00,13293.412904041232,13386.899786188596,13397.414532842668,13204.53256173927
2018-01-14 15:00:00,12870.17481798264,13294.570750626022,13305.586336702312,12558.878721670952
2018-01-14 16:00:00,13053.034126011482,12871.03593239864,13146.03240914899,12596.712854178651
2018-01-14 17:00:00,13272.646211230807,13054.387210988009,13301.990773165991,12887.15243857696
2018-01-14 18:00:00,13267.992560647976,13280.515598475688,13450.814641514253,13151.080646956538
2018-01-14 19:00:00,13110.921500860844,13266.81083849754,13395.960795239203,13081.352107497649
2018-01-14 20:00:00,13357.442978972447,13131.305861309516,13395.118495372362,13099.668212957382
2018-01-14 21:00:00,13259.232379567828,13338.281187574416,13396.747763662455,13243.288587133473
2018-01-14 22:00:00,13439.10761099423,13252.785735225902,13467.11682877732,13212.172832081207
2018-01-14 23:00:00,13463.827642704073,13465.081467762466,13595.963974576354,13382.751179510557
2018-01-15 00:00:00,13681.70651567346,13468.524300133526,13724.04896567363,13442.969188506284
2018-01-15 01:00:00,13461.247693123452,13686.038356562629,13710.43608868398,13421.123702076153
2018-01-15 02:00:00,13312.053807806851,13460.513622883374,13522.52607333351,13235.726618585815
2018-01-15 03:00:00,13367.19173217593,13318.341507359552,13452.23084848588,13215.967091924414
2018-01-15 04:00:00,13549.02297671458,13367.721156376045,13580.130269771387,13337.779463505622
2018-01-15 05:00:00,13519.89675089486,13549.434037455578,13569.94646790793,13384.376242215696
2018-01-15 06:00:00,13728.187424298663,13519.792961430723,13738.32423721239,13513.332500102242
2018-01-15 07:00:00,13355.2911671803,13732.358207108073,13738.552856044522,13250.067685540242
2018-01-15 08:00:00,13380.07631257027,13346.398730124349,13481.906282078791,13288.66436723617
2018-01-15 09:00:00,13531.39993752985,13381.932410557249,13619.081827669452,13353.605739418266
2018-01-15 10:00:00,13649.806531748318,13531.20678012844,13720.620247700346,13528.764561370614
2018-01-15 11:00:00,13644.39122185144,13659.906640547011,13740.28288727446,13148.396004886512
2018-01-15 12:00:00,14199.42452862574,13645.059993610112,14204.750472787158,13519.528958182033
2018-01-15 13:00:00,14082.398823374708,14188.330874066283,14205.473138088648,13912.200814995069
2018-01-15 14:00:00,14035.179885164458,14064.046922681482,14247.049768770645,14019.38978623036
2018-01-15 15:00:00,13985.929456274662,14056.442115429843,14100.204016070717,13891.12973412755
2018-01-15 16:00:00,14070.3793666522,13989.558610768085,14073.200533470035,13824.858985273308
2018-01-15 17:00:00,13824.490797159842,14042.167941934596,14100.62350143905,13770.155875372751
2018-01-15 18:00:00,13828.34889151512,13800.843772481929,13899.536991298446,13754.485859373228
2018-01-15 19:00:00,13759.363580727228,13811.155295474604,13891.100588889823,13654.925935928197
2018-01-15 20:00:00,13637.726340756946,13775.363313059572,13838.839139791357,13557.724537424916
2018-01-15 21:00:00,13800.663580338203,13635.36973168203,13840.851330241994,13590.159142046214
2018-01-15 22:00:00,13738.63208069166,13800.13596147372,13815.765055943955,13675.58443760718
2018-01-15 23:00:00,13538.558439858927,13737.651271320865,13788.000201492572,13340.81134885073
2018-01-16 00:00:00,13140.07785468722,13499.860849075618,13542.829567658911,12900.294550637576
2018-01-16 01:00:00,12972.420374960982,13144.631552872532,13201.713627277755,12500.991869217538
2018-01-16 02:00:00,13170.926144261932,12970.175017624148,13209.054533103345,12635.263201891195
2018-01-16 03:00:00,12826.953904032736,13168.945916039398,13173.74101616715,12749.93829468678
2018-01-16 04:00:00,12878.561147154742,12827.13778267108,12974.39561364581,12796.51062875675
2018-01-16 05:00:00,13051.575566318215,12879.190938826769,13166.005765155627,12817.824258410055
2018-01-16 06:00:00,13031.769379173256,13050.839735218253,13109.379686359533,12833.704610886783
2018-01-16 07:00:00,12345.0399681178,13029.714937615392,13116.508437035298,12221.034773913298
2018-01-16 08:00:00,11829.732190471006,12336.335178935971,12486.702042539826,11037.509240498071
2018-01-16 09:00:00,10889.367081189252,11793.43550099381,11877.497985928134,10610.493772192624
2018-01-16 10:00:00,11662.24416832087,10888.403847182428,12003.680038944263,10879.72026418378
2018-01-16 11:00:00,12115.185940825875,11658.250240982035,12239.241949173327,11557.599077001863
2018-01-16 12:00:00,11757.75263897463,12135.758776638306,12200.000000000002,11394.153180091713
2018-01-16 13:00:00,11285.18166729579,11758.224776906414,11934.776898517828,10998.177125065313
2018-01-16 14:00:00,11620.14587707985,11277.951986193364,11790.60574633404,11192.077512741713
2018-01-16 15:00:00,11954.154300330376,11611.773001383648,12039.718287587591,11435.36493093328
2018-01-16 16:00:00,11607.702394527008,11958.406155499824,11987.510518610912,11451.240807994924
2018-01-16 17:00:00,10909.583504484572,11608.50953956588,11702.425784701898,10877.081628601652
2018-01-16 18:00:00,10993.494199937606,10898.219874091435,11298.734085833154,10574.510066042692
2018-01-16 19:00:00,11066.304000819147,10993.917701297549,11522.068041324665,10950.0
2018-01-16 20:00:00,10649.876507045434,11082.441967827186,11281.818600470977,10547.785663175877
2018-01-16 21:00:00,10048.811790777974,10679.953191557166,10945.128597288967,9880.46092054374
2018-01-16 22:00:00,10675.1548591168,10039.84472559061,11436.730604785856,9037.066344063403
2018-01-16 23:00:00,10900.393785074377,10690.324872683112,11429.352223559126,10148.917091056292
2018-01-17 00:00:00,10700.24693066226,10900.10759512881,11488.934749558652,10593.062910247772
2018-01-17 01:00:00,10671.5041225298,10703.57848934608,11127.022595398534,10627.45069523335
2018-01-17 02:00:00,10499.183125617565,10671.317051291808,10958.267313088256,10280.942083305128
2018-01-17 03:00:00,10413.888061753334,10489.294670326277,10563.269560969067,9777.856384839586
2018-01-17 04:00:00,10568.542570976191,10413.562514866191,10912.93124537802,9951.105762438285
2018-01-17 05:00:00,10540.658740108178,10537.40730749713,10621.007275597463,10111.70763138772
2018-01-17 06:00:00,10778.93530865386,10534.770151530583,11112.19763495172,10516.42721806657
2018-01-17 07:00:00,10766.015404982145,10787.613715494246,10952.002270156978,10659.904228898797
2018-01-17 08:00:00,10522.233436733335,10778.433898263873,10801.43007730593,10250.174807802092
2018-01-17 09:00:00,10250.0,10522.991396008249,10537.085641405169,9911.022955442231
2018-01-17 10:00:00,9710.861702494783,10253.718934764216,10300.426942025788,9589.412893391707
2018-01-17 11:00:00,9808.4217525308,9710.677003568711,10358.78888808544,9679.37744320145
2018-01-17 12:00:00,10030.666650291034,9850.23685646491,10333.638504114017,9711.640861146385
2018-01-17 13:00:00,9720.141670397205,10030.560861696304,10172.673480189167,9719.677306317484
2018-01-17 14:00:00,9156.272286258874,9721.37299940813,9854.530475595562,9108.90874126799
2018-01-17 15:00:00,9214.878559040006,9152.25715842937,9515.211647228089,9024.696260888106
2018-01-17 16:00:00,10279.310807298143,9219.983179275696,10289.702511976007,9143.922198593173
2018-01-17 17:00:00,9850.99897240872,10285.60076778911,10350.932157875466,9499.92138938146
2018-01-17 18:00:00,9650.413080798442,9841.323514339409,9897.35490501889,9620.153676407575
2018-01-17 19:00:00,10391.66175668352,9651.387743226154,10600.823432104538,9640.0
2018-01-17 20:00:00,10903.658608166814,10368.070110693723,11082.379742635094,10183.819537756955
2018-01-17 21:00:00,11422.70691597656,10904.944848505802,11490.456270410525,10571.757016401953
2018-01-17 22:00:00,10651.083395085458,11422.724868586582,11683.76058641058,10510.946341636089
2018-01-17 23:00:00,10988.092087269262,10699.945282159752,11152.68844730948,10352.36404442492
2018-01-18 00:00:00,11148.558285114052,10971.997175623746,11158.577096947563,10649.807771348542
2018-01-18 01:00:00,11378.867768242537,11157.850611688256,11499.284343025443,10955.737369224482
2018-01-18 02:00:00,11545.936401686457,11376.471025784513,11599.159728977607,11199.268964210518
2018-01-18 03:00:00,10958.87546579934,11533.624555643648,11574.69988907505,10905.191055505624
2018-01-18 04:00:00,10768.695348809935,10954.212172502595,11325.059132918062,10702.667054200863
2018-01-18 05:00:00,10800.00464137107,10755.795399953438,10967.81834340587,10499.239749053842
2018-01-18 06:00:00,11018.283322488243,10788.46496881876,11109.020285901706,10760.580825457855
2018-01-18 07:00:00,10471.57942581271,11017.75004550371,11021.750005274973,10432.9232645384
2018-01-18 08:00:00,10688.844643886829,10459.765063792804,10780.226538824136,10438.310858416991
2018-01-18 09:00:00,11049.317675006056,10711.889230169454,11233.827987203438,10689.306996476902
2018-01-18 10:00:00,11218.945202391422,11051.39360206707,11292.394106125796,10897.734222467512
2018-01-18 11:00:00,11413.546723509033,11218.657223972896,11499.2147948148,11193.712370427798
2018-01-18 12:00:00,11415.54997338997,11413.61109665915,11879.070238869168,11231.260185772053
2018-01-18 13:00:00,11383.82928786907,11415.854437620332,11692.400807441423,11235.927702298331
2018-01-18 14:00:00,11665.022502880489,11372.812878104336,11714.708777363974,11315.545630856745
2018-01-18 15:00:00,11700.716663865747,11699.49644575157,11811.220904094584,11499.274915350892
2018-01-18 16:00:00,11274.283347761895,11697.851900156336,11700.891489475283,11111.305937880215
2018-01-18 17:00:00,10911.496433723189,11274.387587672649,11426.36733793943,10901.1532388519
2018-01-18 18:00:00,11466.22228645563,10911.648983784957,11466.22228645563,10887.905556032894
2018-01-18 19:00:00,11540.90562606416,11466.16482808758,11552.612782736313,11219.80768206276
2018-01-18 20:00:00,11512.46942870161,11533.437585950924,11743.048206608351,11413.137048308074
2018-01-18 21:00:00,11325.297152660283,11522.90379932049,11626.018938389643,11133.854360252835
2018-01-18 22:00:00,10960.58685424398,11325.49530714092,11340.59814198086,10656.233730414771
2018-01-18 23:00:00,10961.21972036539,10950.727254275727,11170.22107574396,10633.940367872092
2018-01-19 00:00:00,11278.958635336505,10959.064707614029,11356.598562986204,10832.485589187716
2018-01-19 01:00:00,11186.244301735796,11299.247078321514,11434.22505456981,11024.828411475515
2018-01-19 02:00:00,10575.34061280572,11200.147395234106,11229.91466577011,10556.341336547192
2018-01-19 03:00:00,10829.846795196998,10576.190174333917,10971.192030217111,10361.177514069745
2018-01-19 04:00:00,10979.538213731472,10829.916166684552,11095.338787556322,10600.396925110805
2018-01-19 05:00:00,11118.584029586931,10979.656316596102,11200.9555296468,10899.172269840132
2018-01-19 06:00:00,11196.245418441407,11104.96608761135,11332.871746557585,10949.902442939154
2018-01-19 07:00:00,11069.515136464155,11196.259937025632,11220.237156842672,10900.728352043136
2018-01-19 08:00:00,11356.55896207074,11059.83877883771,11581.78273088027,10950.049593370892
2018-01-19 09:00:00,11294.058737565583,11380.74575210121,11520.87560862095,11240.507068690356
2018-01-19 10:00:00,11569.878648829506,11302.027994771168,11590.041651770836,11248.41572340048
2018-01-19 11:00:00,11530.192996480257,11565.197011350318,11598.33596882136,11400.01216650428
2018-01-19 12:00:00,11659.98788030267,11535.59932643732,11777.138600938595,11500.397387223493
2018-01-19 13:00:00,11570.329617282154,11660.07295982218,11794.966386552727,11570.125247199428
2018-01-19 14:00:00,11310.56055748462,11570.541226920952,11695.03225726812,11123.942581225963
2018-01-19 15:00:00,11399.78060297033,11305.087302779411,11470.835124177456,11160.222835817664
2018-01-19 16:00:00,11550.338236813912,11383.249377499898,11697.89691080404,11380.206076227723
2018-01-19 17:00:00,11236.01795812344,11559.637173394967,11577.614373600196,11179.838264023345
2018-01-19 18:00:00,11184.204243619046,11246.026140169495,11339.303100980347,11002.93549885477
2018-01-19 19:00:00,11159.447808032648,11184.27378493925,11338.770424445676,11046.613291267662
2018-01-19 20:00:00,11283.24494244483,11139.078039591266,11364.551625208383,11060.12328207489
2018-01-19 21:00:00,11230.688123533451,11289.536778859989,11445.375072957524,11228.847985981512
2018-01-19 22:00:00,11220.2956812945,11244.285972408175,11349.13319155345,11167.160117209434
2018-01-19 23:00:00,11474.148031993947,11204.437546468927,11486.584973693569,11170.391412225486
2018-01-20 00:00:00,11544.464443709274,11473.38045314484,11586.968005858069,11410.20110417942
2018-01-20 01:00:00,11639.663866596706,11554.348965608344,11650.596712111048,11502.779032237251
2018-01-20 02:00:00,11689.718877654575,11638.407705237389,11712.196788436677,11544.133227176664
2018-01-20 03:00:00,11750.057547542168,11685.41947250833,11795.413931192084,11673.234298466974
2018-01-20 04:00:00,12339.36482114173,11749.988343910463,12383.46566348822,11545.477086171231
2018-01-20 05:00:00,12751.061408485735,12344.6104325511,12868.427299934392,12250.340969430028
2018-01-20 06:00:00,12481.057061783556,12769.82495778137,12843.365762929863,12313.565651390363
2018-01-20 07:00:00,12660.53810237583,12480.564140452349,12689.278300549586,12402.063021303127
2018-01-20 08:00:00,12817.737237983814,12660.558336111922,12822.702664034316,12526.79733770312
2018-01-20 09:00:00,12554.55752055044,12824.582191642208,12837.74082282711,12500.835616715583
2018-01-20 10:00:00,12585.872298010518,12554.602362806158,12600.873560828457,12412.63318502416
2018-01-20 11:00:00,12321.086898064264,12585.772660559158,12602.504705406003,12300.921334668745
2018-01-20 12:00:00,12476.271692988976,12321.563651029432,12489.12426517742,12240.474057105692
2018-01-20 13:00:00,12451.56204161825,12475.421331298256,12669.874395330751,12406.439616172804
2018-01-20 14:00:00,12600.451024385578,12451.661475033292,12700.602086482242,12444.381313654443
2018-01-20 15:00:00,12541.084911517408,12601.878838970057,12664.066811075292,12476.71704562092
2018-01-20 16:00:00,12889.539653885486,12539.805300637683,12920.235482892953,12535.745709530089
2018-01-20 17:00:00,12849.056346622412,12888.394830986112,12984.64100143244,12721.579458820856
2018-01-20 18:00:00,13034.214552682522,12849.271676095232,13099.014280860318,12799.123622717576
2018-01-20 19:00:00,12769.850476531064,13034.529611353872,13050.4478170557,12680.356522189508
2018-01-20 20:00:00,12784.661972503622,12779.408577773454,12841.832535938212,12600.373032954056
2018-01-20 21:00:00,12875.357258074404,12779.618649543623,12918.95185766154,12760.014886302031
2018-01-20 22:00:00,12842.52721185274,12893.39841595699,12930.569850074706,12805.947861827482
2018-01-20 23:00:00,12800.752272014804,12842.388012226738,12844.587299973306,12704.131281131167
